,language1,language2,distance
10542,Gelao,Javanese,86.1
10543,Gelao,Kabardino_Cherkess,89.7
10544,Gelao,Kabylian,86.7
10545,Gelao,Kalasha,81.2
10546,Gelao,Kalmyk,94.1
10547,Gelao,Kannada,96.4
10548,Gelao,Karelian,97.1
10549,Gelao,Kashmiri,81.9
10550,Gelao,Kazakh,100.0
10551,Gelao,Ket,94.5
10552,Gelao,Khanti,90.2
10553,Gelao,Khmer,94.8
10554,Gelao,Khowar,92.6
10555,Gelao,Kivalliq,95.8
10556,Gelao,Komi,86.5
10557,Gelao,Korean,94.1
10558,Gelao,Kurdish,86.7
10559,Gelao,Kurukh,100.0
10560,Gelao,Kyrgyz,96.3
10561,Gelao,Labrador_Inuttut,96.9
10562,Gelao,Ladin,84.3
10563,Gelao,Lahnda,88.2
10564,Gelao,Lak,94.1
10565,Gelao,Lao,77.1
10566,Gelao,Latvian,83.7
10567,Gelao,Letzebuergesch,88.4
10568,Gelao,Lezgian,88.2
10569,Gelao,Lithuanian,93.1
10570,Gelao,Macedonian,95.1
10571,Gelao,Magahi,88.2
10572,Gelao,Malagasy,94.1
10573,Gelao,Malayalam,91.7
10574,Gelao,Maltese,92.8
10575,Gelao,Mansi,90.2
10576,Gelao,Maori,83.7
10577,Gelao,Marathi,85.9
10578,Gelao,Mari,93.1
10579,Gelao,Marwari,91.2
10580,Gelao,Mon,85.3
10581,Gelao,Mongolian,94.8
10582,Gelao,Nayi,100.0
10583,Gelao,Nenets,94.1
10584,Gelao,Nepali,94.1
10585,Gelao,Norwegian(bokmal),83.6
10586,Gelao,Norwegian(nynorsk),86.5
10587,Gelao,Oriya,91.2
10588,Gelao,Oromo,87.0
10589,Gelao,Oroqen,94.1
10590,Gelao,Pashto,93.2
10591,Gelao,Pennsylvania_Dutch,91.3
10592,Gelao,Persian,91.5
10593,Gelao,Polish,95.1
10594,Gelao,Portuguese,81.4
10595,Gelao,Provencal,84.3
10596,Gelao,Punjabi,88.2
10597,Gelao,Romanian,81.4
10598,Gelao,Romansch,90.2
10599,Gelao,Russian,95.1
10600,Gelao,Sami,88.8
10601,Gelao,Samoan,71.5
10602,Gelao,Sardinian_L,86.3
10603,Gelao,Sardinian_N,87.3
10604,Gelao,Sariqoli,95.7
10605,Gelao,Schwyzerduetsch,91.3
10606,Gelao,Scots_(Scottish_English),89.6
10607,Gelao,Scottish_Gaelic,89.2
10608,Gelao,Serbian,95.1
10609,Gelao,Shan,76.5
10610,Gelao,Sheko,97.6
10611,Gelao,Sindhi,91.2
10612,Gelao,Sinhalese,90.7
10613,Gelao,Slovak,95.1
10614,Gelao,Slovene,95.1
10615,Gelao,Somali,92.9
10616,Gelao,Spanish,84.3
10617,Gelao,Sranan,87.8
10618,Gelao,Swahili,89.2
10619,Gelao,Swedish,89.9
10620,Gelao,Tagalog,83.7
10621,Gelao,Tahitian,89.2
10622,Gelao,Tajik,94.1
10623,Gelao,Tamasheq,89.2
10624,Gelao,Tamil,89.6
10625,Gelao,Tashelhit,91.7
10626,Gelao,Tatar,96.3
10627,Gelao,Tausug,84.3
10628,Gelao,Telugu,88.9
10629,Gelao,Thai,75.9
10630,Gelao,Tibetan,100.0
10631,Gelao,Tigrigna,97.1
10632,Gelao,Tmazight_(Riffian_Berber),91.7
10633,Gelao,Tsakonian,90.5
10634,Gelao,Turkish,96.3
10635,Gelao,Turkmen,96.3
10636,Gelao,Tuvan,100.0
10637,Gelao,Ukrainian,95.1
10638,Gelao,Urdu,88.2
10639,Gelao,Uyghur,96.0
10640,Gelao,Uzbek,96.3
10641,Gelao,Veps,97.1
10642,Gelao,Vietnamese,91.8
10643,Gelao,Vlach,84.3
10644,Gelao,Wakhi,97.1
10645,Gelao,Walloon,87.3
10646,Gelao,Warji,93.3
10647,Gelao,Waziri,93.2
10648,Gelao,Welsh,90.2
10649,Gelao,Wolof,82.8
10650,Gelao,Yakut,96.6
10651,Gelao,Yiddish,95.5
10652,Gelao,Yoruba,92.0
10653,Gelao,Yupik,97.1
10654,Gelao,Zazaki,89.3
10655,Gelao,Zulu,86.5
10656,Georgian,Georgian,0.0
10657,Georgian,German,92.6
10658,Georgian,Greek_(modern),88.0
10659,Georgian,Greenlandic_(Eastern),97.5
10660,Georgian,Greenlandic_(Western),92.0
10661,Georgian,Gujarati,90.0
10662,Georgian,Gypsy_Romani,86.1
10663,Georgian,Hausa,91.1
10664,Georgian,Hebrew,92.9
10665,Georgian,Hindi,82.7
10666,Georgian,Hungarian,96.0
10667,Georgian,Icelandic,91.3
10668,Georgian,Igbo,84.2
10669,Georgian,Indonesian,100.0
10670,Georgian,Irish,81.8
10671,Georgian,Ossetic_(Iron),95.7
10672,Georgian,Ishkashimi,93.0
10673,Georgian,Istro-Romanian,100.0
10674,Georgian,Italian,100.0
10675,Georgian,Japanese,96.7
10676,Georgian,Javanese,93.5
10677,Georgian,Kabardino_Cherkess,97.4
10678,Georgian,Kabylian,95.7
10679,Georgian,Kalasha,92.2
10680,Georgian,Kalmyk,89.5
10681,Georgian,Kannada,82.3
10682,Georgian,Karelian,77.7
10683,Georgian,Kashmiri,92.3
10684,Georgian,Kazakh,83.4
10685,Georgian,Ket,91.8
10686,Georgian,Khanti,90.4
10687,Georgian,Khmer,89.6
10688,Georgian,Khowar,90.5
10689,Georgian,Kivalliq,90.0
10690,Georgian,Komi,86.0
10691,Georgian,Korean,89.7
10692,Georgian,Kurdish,88.3
10693,Georgian,Kurukh,96.2
10694,Georgian,Kyrgyz,84.2
10695,Georgian,Labrador_Inuttut,95.2
10696,Georgian,Ladin,100.0
10697,Georgian,Lahnda,80.0
10698,Georgian,Lak,95.7
10699,Georgian,Lao,85.1
10700,Georgian,Latvian,94.4
10701,Georgian,Letzebuergesch,89.9
10702,Georgian,Lezgian,80.3
10703,Georgian,Lithuanian,96.3
10704,Georgian,Macedonian,98.1
10705,Georgian,Magahi,82.8
10706,Georgian,Malagasy,92.0
10707,Georgian,Malayalam,81.3
10708,Georgian,Maltese,91.5
10709,Georgian,Mansi,90.4
10710,Georgian,Maori,92.6
10711,Georgian,Marathi,76.6
10712,Georgian,Mari,89.5
10713,Georgian,Marwari,81.7
10714,Georgian,Mon,95.3
10715,Georgian,Mongolian,92.7
10716,Georgian,Nayi,89.3
10717,Georgian,Nenets,88.6
10718,Georgian,Nepali,84.4
10719,Georgian,Norwegian(bokmal),92.6
10720,Georgian,Norwegian(nynorsk),91.7
10721,Georgian,Oriya,84.5
10722,Georgian,Oromo,82.4
10723,Georgian,Oroqen,78.7
10724,Georgian,Pashto,100.0
10725,Georgian,Pennsylvania_Dutch,90.5
10726,Georgian,Persian,89.3
10727,Georgian,Polish,96.0
10728,Georgian,Portuguese,100.0
10729,Georgian,Provencal,100.0
10730,Georgian,Punjabi,82.7
10731,Georgian,Romanian,97.2
10732,Georgian,Romansch,100.0
10733,Georgian,Russian,96.0
10734,Georgian,Sami,90.8
10735,Georgian,Samoan,98.1
10736,Georgian,Sardinian_L,97.2
10737,Georgian,Sardinian_N,96.3
10738,Georgian,Sariqoli,100.0
10739,Georgian,Schwyzerduetsch,90.5
10740,Georgian,Scots_(Scottish_English),86.9
10741,Georgian,Scottish_Gaelic,77.7
10742,Georgian,Serbian,96.0
10743,Georgian,Shan,85.1
10744,Georgian,Sheko,89.1
10745,Georgian,Sindhi,84.3
10746,Georgian,Sinhalese,88.9
10747,Georgian,Slovak,97.9
10748,Georgian,Slovene,97.9
10749,Georgian,Somali,98.1
10750,Georgian,Spanish,94.6
10751,Georgian,Sranan,91.7
10752,Georgian,Swahili,90.1
10753,Georgian,Swedish,92.6
10754,Georgian,Tagalog,90.3
10755,Georgian,Tahitian,89.9
10756,Georgian,Tajik,89.2
10757,Georgian,Tamasheq,97.8
10758,Georgian,Tamil,77.6
10759,Georgian,Tashelhit,92.5
10760,Georgian,Tatar,86.1
10761,Georgian,Tausug,94.6
10762,Georgian,Telugu,89.6
10763,Georgian,Thai,88.1
10764,Georgian,Tibetan,88.1
10765,Georgian,Tigrigna,97.2
10766,Georgian,Tmazight_(Riffian_Berber),96.2
10767,Georgian,Tsakonian,86.2
10768,Georgian,Turkish,91.0
10769,Georgian,Turkmen,90.1
10770,Georgian,Tuvan,81.7
10771,Georgian,Ukrainian,98.1
10772,Georgian,Urdu,82.7
10773,Georgian,Uyghur,86.2
10774,Georgian,Uzbek,84.2
10775,Georgian,Veps,75.3
10776,Georgian,Vietnamese,93.4
10777,Georgian,Vlach,100.0
10778,Georgian,Wakhi,97.8
10779,Georgian,Walloon,100.0
10780,Georgian,Warji,87.5
10781,Georgian,Waziri,96.9
10782,Georgian,Welsh,92.2
10783,Georgian,Wolof,86.9
10784,Georgian,Yakut,89.8
10785,Georgian,Yiddish,89.9
10786,Georgian,Yoruba,88.9
10787,Georgian,Yupik,95.1
10788,Georgian,Zazaki,94.1
10789,Georgian,Zulu,85.7
10790,German,German,0.0
10791,German,Greek_(modern),75.3
10792,German,Greenlandic_(Eastern),91.8
10793,German,Greenlandic_(Western),89.3
10794,German,Gujarati,63.1
10795,German,Gypsy_Romani,84.6
10796,German,Hausa,90.7
10797,German,Hebrew,90.1
10798,German,Hindi,76.5
10799,German,Hungarian,87.4
10800,German,Icelandic,27.9
10801,German,Igbo,95.4
10802,German,Indonesian,94.8
10803,German,Irish,80.3
10804,German,Ossetic_(Iron),72.5
10805,German,Ishkashimi,83.1
10806,German,Istro-Romanian,62.3
10807,German,Italian,57.8
10808,German,Japanese,87.4
10809,German,Javanese,88.7
10810,German,Kabardino_Cherkess,91.5
10811,German,Kabylian,84.8
10812,German,Kalasha,72.8
10813,German,Kalmyk,93.7
10814,German,Kannada,86.2
10815,German,Karelian,88.0
10816,German,Kashmiri,85.5
10817,German,Kazakh,93.3
10818,German,Ket,91.2
10819,German,Khanti,85.8
10820,German,Khmer,94.2
10821,German,Khowar,70.8
10822,German,Kivalliq,97.4
10823,German,Komi,81.7
10824,German,Korean,95.5
10825,German,Kurdish,88.3
10826,German,Kurukh,91.9
10827,German,Kyrgyz,91.6
10828,German,Labrador_Inuttut,87.0
10829,German,Ladin,64.8
10830,German,Lahnda,73.6
10831,German,Lak,97.2
10832,German,Lao,88.4
10833,German,Latvian,79.8
10834,German,Letzebuergesch,15.0
10835,German,Lezgian,92.4
10836,German,Lithuanian,70.7
10837,German,Macedonian,64.5
10838,German,Magahi,69.9
10839,German,Malagasy,79.2
10840,German,Malayalam,90.0
10841,German,Maltese,84.2
10842,German,Mansi,82.9
10843,German,Maori,89.5
10844,German,Marathi,79.8
10845,German,Mari,85.3
10846,German,Marwari,75.3
10847,German,Mon,82.8
10848,German,Mongolian,92.9
10849,German,Nayi,83.7
10850,German,Nenets,77.5
10851,German,Nepali,74.0
10852,German,Norwegian(bokmal),34.8
10853,German,Norwegian(nynorsk),25.6
10854,German,Oriya,74.3
10855,German,Oromo,89.5
10856,German,Oroqen,93.3
10857,German,Pashto,75.6
10858,German,Pennsylvania_Dutch,10.7
10859,German,Persian,86.7
10860,German,Polish,68.1
10861,German,Portuguese,66.4
10862,German,Provencal,68.2
10863,German,Punjabi,75.1
10864,German,Romanian,58.9
10865,German,Romansch,66.6
10866,German,Russian,64.5
10867,German,Sami,82.6
10868,German,Samoan,88.3
10869,German,Sardinian_L,63.9
10870,German,Sardinian_N,68.0
10871,German,Sariqoli,78.0
10872,German,Schwyzerduetsch,13.3
10873,German,Scots_(Scottish_English),26.6
10874,German,Scottish_Gaelic,80.6
10875,German,Serbian,64.5
10876,German,Shan,88.1
10877,German,Sheko,84.4
10878,German,Sindhi,71.1
10879,German,Sinhalese,85.7
10880,German,Slovak,68.1
10881,German,Slovene,64.5
10882,German,Somali,84.3
10883,German,Spanish,65.6
10884,German,Sranan,48.2
10885,German,Swahili,90.1
10886,German,Swedish,25.0
10887,German,Tagalog,90.8
10888,German,Tahitian,84.9
10889,German,Tajik,90.1
10890,German,Tamasheq,84.2
10891,German,Tamil,91.2
10892,German,Tashelhit,86.5
10893,German,Tatar,94.3
10894,German,Tausug,78.4
10895,German,Telugu,83.4
10896,German,Thai,85.6
10897,German,Tibetan,88.8
10898,German,Tigrigna,86.4
10899,German,Tmazight_(Riffian_Berber),85.5
10900,German,Tsakonian,81.3
10901,German,Turkish,95.5
10902,German,Turkmen,93.3
10903,German,Tuvan,95.4
10904,German,Ukrainian,64.5
10905,German,Urdu,76.5
10906,German,Uyghur,90.3
10907,German,Uzbek,91.6
10908,German,Veps,86.2
10909,German,Vietnamese,92.7
10910,German,Vlach,59.3
10911,German,Wakhi,75.6
10912,German,Walloon,67.6
10913,German,Warji,83.9
10914,German,Waziri,73.1
10915,German,Welsh,78.5
10916,German,Wolof,92.4
10917,German,Yakut,95.5
10918,German,Yiddish,14.9
10919,German,Yoruba,100.0
10920,German,Yupik,92.1
10921,German,Zazaki,80.9
10922,German,Zulu,87.3
10923,Greek_(modern),Greek_(modern),0.0
10924,Greek_(modern),Greenlandic_(Eastern),90.2
10925,Greek_(modern),Greenlandic_(Western),89.0
10926,Greek_(modern),Gujarati,80.6
10927,Greek_(modern),Gypsy_Romani,74.2
10928,Greek_(modern),Hausa,95.1
10929,Greek_(modern),Hebrew,90.4
10930,Greek_(modern),Hindi,71.6
10931,Greek_(modern),Hungarian,89.7
10932,Greek_(modern),Icelandic,70.9
10933,Greek_(modern),Igbo,88.9
10934,Greek_(modern),Indonesian,77.5
10935,Greek_(modern),Irish,76.8
10936,Greek_(modern),Ossetic_(Iron),79.5
10937,Greek_(modern),Ishkashimi,71.4
10938,Greek_(modern),Istro-Romanian,62.3
10939,Greek_(modern),Italian,64.4
10940,Greek_(modern),Japanese,90.0
10941,Greek_(modern),Javanese,81.5
10942,Greek_(modern),Kabardino_Cherkess,92.4
10943,Greek_(modern),Kabylian,87.4
10944,Greek_(modern),Kalasha,75.0
10945,Greek_(modern),Kalmyk,82.1
10946,Greek_(modern),Kannada,80.8
10947,Greek_(modern),Karelian,83.4
10948,Greek_(modern),Kashmiri,74.4
10949,Greek_(modern),Kazakh,87.0
10950,Greek_(modern),Ket,90.0
10951,Greek_(modern),Khanti,90.1
10952,Greek_(modern),Khmer,96.7
10953,Greek_(modern),Khowar,75.7
10954,Greek_(modern),Kivalliq,92.3
10955,Greek_(modern),Komi,88.4
10956,Greek_(modern),Korean,95.1
10957,Greek_(modern),Kurdish,80.3
10958,Greek_(modern),Kurukh,92.3
10959,Greek_(modern),Kyrgyz,87.8
10960,Greek_(modern),Labrador_Inuttut,88.4
10961,Greek_(modern),Ladin,71.8
10962,Greek_(modern),Lahnda,71.8
10963,Greek_(modern),Lak,95.1
10964,Greek_(modern),Lao,78.3
10965,Greek_(modern),Latvian,75.0
10966,Greek_(modern),Letzebuergesch,72.2
10967,Greek_(modern),Lezgian,98.2
10968,Greek_(modern),Lithuanian,67.1
10969,Greek_(modern),Macedonian,75.3
10970,Greek_(modern),Magahi,73.3
10971,Greek_(modern),Malagasy,87.3
10972,Greek_(modern),Malayalam,85.4
10973,Greek_(modern),Maltese,91.7
10974,Greek_(modern),Mansi,90.1
10975,Greek_(modern),Maori,87.0
10976,Greek_(modern),Marathi,78.4
10977,Greek_(modern),Mari,91.9
10978,Greek_(modern),Marwari,75.3
10979,Greek_(modern),Mon,80.6
10980,Greek_(modern),Mongolian,79.2
10981,Greek_(modern),Nayi,89.8
10982,Greek_(modern),Nenets,84.6
10983,Greek_(modern),Nepali,73.5
10984,Greek_(modern),Norwegian(bokmal),71.2
10985,Greek_(modern),Norwegian(nynorsk),66.5
10986,Greek_(modern),Oriya,74.6
10987,Greek_(modern),Oromo,90.8
10988,Greek_(modern),Oroqen,94.8
10989,Greek_(modern),Pashto,78.4
10990,Greek_(modern),Pennsylvania_Dutch,75.7
10991,Greek_(modern),Persian,77.5
10992,Greek_(modern),Polish,78.7
10993,Greek_(modern),Portuguese,69.7
10994,Greek_(modern),Provencal,72.5
10995,Greek_(modern),Punjabi,75.2
10996,Greek_(modern),Romanian,67.2
10997,Greek_(modern),Romansch,71.8
10998,Greek_(modern),Russian,75.3
10999,Greek_(modern),Sami,88.9
11000,Greek_(modern),Samoan,82.4
11001,Greek_(modern),Sardinian_L,65.3
11002,Greek_(modern),Sardinian_N,70.9
11003,Greek_(modern),Sariqoli,81.8
11004,Greek_(modern),Schwyzerduetsch,70.8
11005,Greek_(modern),Scots_(Scottish_English),70.2
11006,Greek_(modern),Scottish_Gaelic,78.2
11007,Greek_(modern),Serbian,75.3
11008,Greek_(modern),Shan,80.8
11009,Greek_(modern),Sheko,87.1
11010,Greek_(modern),Sindhi,77.6
11011,Greek_(modern),Sinhalese,81.5
11012,Greek_(modern),Slovak,77.6
11013,Greek_(modern),Slovene,74.8
11014,Greek_(modern),Somali,95.7
11015,Greek_(modern),Spanish,72.5
11016,Greek_(modern),Sranan,78.8
11017,Greek_(modern),Swahili,97.2
11018,Greek_(modern),Swedish,70.0
11019,Greek_(modern),Tagalog,82.3
11020,Greek_(modern),Tahitian,81.2
11021,Greek_(modern),Tajik,77.5
11022,Greek_(modern),Tamasheq,85.3
11023,Greek_(modern),Tamil,86.0
11024,Greek_(modern),Tashelhit,84.1
11025,Greek_(modern),Tatar,93.3
11026,Greek_(modern),Tausug,81.7
11027,Greek_(modern),Telugu,88.0
11028,Greek_(modern),Thai,78.3
11029,Greek_(modern),Tibetan,88.1
11030,Greek_(modern),Tigrigna,91.7
11031,Greek_(modern),Tmazight_(Riffian_Berber),85.8
11032,Greek_(modern),Tsakonian,39.5
11033,Greek_(modern),Turkish,93.6
11034,Greek_(modern),Turkmen,93.6
11035,Greek_(modern),Tuvan,90.3
11036,Greek_(modern),Ukrainian,75.3
11037,Greek_(modern),Urdu,71.6
11038,Greek_(modern),Uyghur,89.0
11039,Greek_(modern),Uzbek,89.6
11040,Greek_(modern),Veps,86.2
11041,Greek_(modern),Vietnamese,80.3
11042,Greek_(modern),Vlach,67.9
11043,Greek_(modern),Wakhi,70.8
11044,Greek_(modern),Walloon,72.7
11045,Greek_(modern),Warji,93.5
11046,Greek_(modern),Waziri,79.4
11047,Greek_(modern),Welsh,60.0
11048,Greek_(modern),Wolof,90.9
11049,Greek_(modern),Yakut,91.9
11050,Greek_(modern),Yiddish,76.7
11051,Greek_(modern),Yoruba,91.7
11052,Greek_(modern),Yupik,90.1
11053,Greek_(modern),Zazaki,74.7
11054,Greek_(modern),Zulu,88.1
11055,Greenlandic_(Eastern),Greenlandic_(Eastern),0.0
11056,Greenlandic_(Eastern),Greenlandic_(Western),33.6
11057,Greenlandic_(Eastern),Gujarati,90.7
11058,Greenlandic_(Eastern),Gypsy_Romani,83.9
11059,Greenlandic_(Eastern),Hausa,94.2
11060,Greenlandic_(Eastern),Hebrew,90.8
11061,Greenlandic_(Eastern),Hindi,87.0
11062,Greenlandic_(Eastern),Hungarian,88.9
11063,Greenlandic_(Eastern),Icelandic,91.0
11064,Greenlandic_(Eastern),Igbo,91.7
11065,Greenlandic_(Eastern),Indonesian,87.3
11066,Greenlandic_(Eastern),Irish,84.0
11067,Greenlandic_(Eastern),Ossetic_(Iron),92.1
11068,Greenlandic_(Eastern),Ishkashimi,92.2
11069,Greenlandic_(Eastern),Istro-Romanian,86.3
11070,Greenlandic_(Eastern),Italian,80.6
11071,Greenlandic_(Eastern),Japanese,86.4
11072,Greenlandic_(Eastern),Javanese,92.3
11073,Greenlandic_(Eastern),Kabardino_Cherkess,94.3
11074,Greenlandic_(Eastern),Kabylian,96.9
11075,Greenlandic_(Eastern),Kalasha,89.2
11076,Greenlandic_(Eastern),Kalmyk,92.7
11077,Greenlandic_(Eastern),Kannada,97.0
11078,Greenlandic_(Eastern),Karelian,95.0
11079,Greenlandic_(Eastern),Kashmiri,89.5
11080,Greenlandic_(Eastern),Kazakh,89.7
11081,Greenlandic_(Eastern),Ket,97.6
11082,Greenlandic_(Eastern),Khanti,93.5
11083,Greenlandic_(Eastern),Khmer,88.9
11084,Greenlandic_(Eastern),Khowar,85.8
11085,Greenlandic_(Eastern),Kivalliq,46.3
11086,Greenlandic_(Eastern),Komi,91.2
11087,Greenlandic_(Eastern),Korean,84.8
11088,Greenlandic_(Eastern),Kurdish,91.7
11089,Greenlandic_(Eastern),Kurukh,81.2
11090,Greenlandic_(Eastern),Kyrgyz,89.7
11091,Greenlandic_(Eastern),Labrador_Inuttut,42.2
11092,Greenlandic_(Eastern),Ladin,79.6
11093,Greenlandic_(Eastern),Lahnda,85.6
11094,Greenlandic_(Eastern),Lak,88.1
11095,Greenlandic_(Eastern),Lao,92.6
11096,Greenlandic_(Eastern),Latvian,80.3
11097,Greenlandic_(Eastern),Letzebuergesch,86.8
11098,Greenlandic_(Eastern),Lezgian,92.9
11099,Greenlandic_(Eastern),Lithuanian,79.6
11100,Greenlandic_(Eastern),Macedonian,85.9
11101,Greenlandic_(Eastern),Magahi,88.9
11102,Greenlandic_(Eastern),Malagasy,94.4
11103,Greenlandic_(Eastern),Malayalam,94.5
11104,Greenlandic_(Eastern),Maltese,90.4
11105,Greenlandic_(Eastern),Mansi,96.3
11106,Greenlandic_(Eastern),Maori,92.6
11107,Greenlandic_(Eastern),Marathi,86.1
11108,Greenlandic_(Eastern),Mari,91.7
11109,Greenlandic_(Eastern),Marwari,88.9
11110,Greenlandic_(Eastern),Mon,84.5
11111,Greenlandic_(Eastern),Mongolian,93.3
11112,Greenlandic_(Eastern),Nayi,94.2
11113,Greenlandic_(Eastern),Nenets,91.4
11114,Greenlandic_(Eastern),Nepali,86.1
11115,Greenlandic_(Eastern),Norwegian(bokmal),91.0
11116,Greenlandic_(Eastern),Norwegian(nynorsk),89.2
11117,Greenlandic_(Eastern),Oriya,87.0
11118,Greenlandic_(Eastern),Oromo,89.8
11119,Greenlandic_(Eastern),Oroqen,87.2
11120,Greenlandic_(Eastern),Pashto,94.4
11121,Greenlandic_(Eastern),Pennsylvania_Dutch,89.9
11122,Greenlandic_(Eastern),Persian,88.4
11123,Greenlandic_(Eastern),Polish,85.9
11124,Greenlandic_(Eastern),Portuguese,78.3
11125,Greenlandic_(Eastern),Provencal,80.0
11126,Greenlandic_(Eastern),Punjabi,87.4
11127,Greenlandic_(Eastern),Romanian,89.8
11128,Greenlandic_(Eastern),Romansch,85.2
11129,Greenlandic_(Eastern),Russian,85.9
11130,Greenlandic_(Eastern),Sami,93.4
11131,Greenlandic_(Eastern),Samoan,91.3
11132,Greenlandic_(Eastern),Sardinian_L,88.9
11133,Greenlandic_(Eastern),Sardinian_N,83.3
11134,Greenlandic_(Eastern),Sariqoli,94.8
11135,Greenlandic_(Eastern),Schwyzerduetsch,86.6
11136,Greenlandic_(Eastern),Scots_(Scottish_English),90.5
11137,Greenlandic_(Eastern),Scottish_Gaelic,84.6
11138,Greenlandic_(Eastern),Serbian,83.1
11139,Greenlandic_(Eastern),Shan,90.0
11140,Greenlandic_(Eastern),Sheko,93.3
11141,Greenlandic_(Eastern),Sindhi,85.6
11142,Greenlandic_(Eastern),Sinhalese,92.4
11143,Greenlandic_(Eastern),Slovak,82.5
11144,Greenlandic_(Eastern),Slovene,85.3
11145,Greenlandic_(Eastern),Somali,90.7
11146,Greenlandic_(Eastern),Spanish,83.9
11147,Greenlandic_(Eastern),Sranan,95.1
11148,Greenlandic_(Eastern),Swahili,91.7
11149,Greenlandic_(Eastern),Swedish,87.8
11150,Greenlandic_(Eastern),Tagalog,94.2
11151,Greenlandic_(Eastern),Tahitian,97.0
11152,Greenlandic_(Eastern),Tajik,88.4
11153,Greenlandic_(Eastern),Tamasheq,92.4
11154,Greenlandic_(Eastern),Tamil,91.5
11155,Greenlandic_(Eastern),Tashelhit,93.9
11156,Greenlandic_(Eastern),Tatar,92.6
11157,Greenlandic_(Eastern),Tausug,91.1
11158,Greenlandic_(Eastern),Telugu,95.5
11159,Greenlandic_(Eastern),Thai,90.8
11160,Greenlandic_(Eastern),Tibetan,94.0
11161,Greenlandic_(Eastern),Tigrigna,84.6
11162,Greenlandic_(Eastern),Tmazight_(Riffian_Berber),96.2
11163,Greenlandic_(Eastern),Tsakonian,90.7
11164,Greenlandic_(Eastern),Turkish,95.1
11165,Greenlandic_(Eastern),Turkmen,94.4
11166,Greenlandic_(Eastern),Tuvan,92.2
11167,Greenlandic_(Eastern),Ukrainian,86.5
11168,Greenlandic_(Eastern),Urdu,87.0
11169,Greenlandic_(Eastern),Uyghur,89.1
11170,Greenlandic_(Eastern),Uzbek,89.7
11171,Greenlandic_(Eastern),Veps,97.2
11172,Greenlandic_(Eastern),Vietnamese,87.1
11173,Greenlandic_(Eastern),Vlach,85.0
11174,Greenlandic_(Eastern),Wakhi,85.0
11175,Greenlandic_(Eastern),Walloon,83.3
11176,Greenlandic_(Eastern),Warji,100.0
11177,Greenlandic_(Eastern),Waziri,94.4
11178,Greenlandic_(Eastern),Welsh,82.8
11179,Greenlandic_(Eastern),Wolof,81.2
11180,Greenlandic_(Eastern),Yakut,89.7
11181,Greenlandic_(Eastern),Yiddish,92.3
11182,Greenlandic_(Eastern),Yoruba,88.9
11183,Greenlandic_(Eastern),Yupik,49.5
11184,Greenlandic_(Eastern),Zazaki,91.7
11185,Greenlandic_(Eastern),Zulu,98.1
11186,Greenlandic_(Western),Greenlandic_(Western),0.0
11187,Greenlandic_(Western),Gujarati,88.0
11188,Greenlandic_(Western),Gypsy_Romani,85.3
11189,Greenlandic_(Western),Hausa,87.8
11190,Greenlandic_(Western),Hebrew,87.7
11191,Greenlandic_(Western),Hindi,85.2
11192,Greenlandic_(Western),Hungarian,83.3
11193,Greenlandic_(Western),Icelandic,92.9
11194,Greenlandic_(Western),Igbo,88.9
11195,Greenlandic_(Western),Indonesian,92.5
11196,Greenlandic_(Western),Irish,84.2
11197,Greenlandic_(Western),Ossetic_(Iron),93.8
11198,Greenlandic_(Western),Ishkashimi,93.8
11199,Greenlandic_(Western),Istro-Romanian,95.1
11200,Greenlandic_(Western),Italian,88.9
11201,Greenlandic_(Western),Japanese,87.5
11202,Greenlandic_(Western),Javanese,94.8
11203,Greenlandic_(Western),Kabardino_Cherkess,94.3
11204,Greenlandic_(Western),Kabylian,91.4
11205,Greenlandic_(Western),Kalasha,87.4
11206,Greenlandic_(Western),Kalmyk,88.9
11207,Greenlandic_(Western),Kannada,94.4
11208,Greenlandic_(Western),Karelian,86.9
11209,Greenlandic_(Western),Kashmiri,91.1
11210,Greenlandic_(Western),Kazakh,84.6
11211,Greenlandic_(Western),Ket,94.4
11212,Greenlandic_(Western),Khanti,94.4
11213,Greenlandic_(Western),Khmer,90.0
11214,Greenlandic_(Western),Khowar,88.6
11215,Greenlandic_(Western),Kivalliq,39.3
11216,Greenlandic_(Western),Komi,85.3
11217,Greenlandic_(Western),Korean,77.0
11218,Greenlandic_(Western),Kurdish,92.7
11219,Greenlandic_(Western),Kurukh,81.6
11220,Greenlandic_(Western),Kyrgyz,84.6
11221,Greenlandic_(Western),Labrador_Inuttut,33.8
11222,Greenlandic_(Western),Ladin,91.7
11223,Greenlandic_(Western),Lahnda,88.0
11224,Greenlandic_(Western),Lak,84.8
11225,Greenlandic_(Western),Lao,89.4
11226,Greenlandic_(Western),Latvian,78.8
11227,Greenlandic_(Western),Letzebuergesch,86.8
11228,Greenlandic_(Western),Lezgian,90.1
11229,Greenlandic_(Western),Lithuanian,85.2
11230,Greenlandic_(Western),Macedonian,83.8
11231,Greenlandic_(Western),Magahi,88.0
11232,Greenlandic_(Western),Malagasy,92.6
11233,Greenlandic_(Western),Malayalam,87.5
11234,Greenlandic_(Western),Maltese,89.2
11235,Greenlandic_(Western),Mansi,93.9
11236,Greenlandic_(Western),Maori,95.6
11237,Greenlandic_(Western),Marathi,88.0
11238,Greenlandic_(Western),Mari,92.7
11239,Greenlandic_(Western),Marwari,88.0
